
Symbol,Last,Net Chng,Bid,Ask
.LNG221216P175,12.10,-1.55,10.70,11.00
.LNG221216P180,14.90,-.80,14.20,14.70
.LNG221216P185,19.60,-2.00,17.80,18.70
.LNG221216P190,25.50,0,22.30,23.20
.LNG221216P195,30.90,0,26.80,28.00
.LNG221216P200,30.40,0,31.70,33.10
.LNG221216P210,39.30,0,40.80,42.80
.LNG221216P220,54.20,0,51.80,52.80
.LNG221118P85,.05,0,0,.05
.LNG221118P90,.03,0,0,.05
.LNG221118P95,.03,0,0,.05
.LNG221118P100,.05,0,0,.20
.LNG221118P105,.18,0,0,.15
.LNG221118P110,.05,0,0,.15
.LNG221118P115,.05,0,0,.05
.LNG221118P120,.02,0,0,.15
.LNG221118P125,.05,0,0,.05
.LNG221118P130,.04,0,0,.10
.LNG221118P135,.08,0,0,.10
.LNG221118P140,.04,0,0,.05
.LNG221118P145,.04,-.01,0,.10
.LNG221118P150,.05,+.02,0,.05
.LNG221118P155,.03,-.02,0,.05
.LNG221118P160,.02,-.13,0,.20
.LNG221118P165,.03,-1.31,0,.05
.LNG221118P170,2.50,-2.74,2.15,2.80
.LNG221118P175,7.70,-2.70,6.90,7.70
.LNG221118P180,13.01,-2.39,12.10,12.60
.LNG221118P185,18.40,-2.20,17.10,17.80
.LNG221118P190,25.71,0,21.90,22.90
.LNG221118P195,15.60,0,26.80,27.90
.LNG221118P200,36.70,0,32.00,33.00
.LNG221118P210,36.50,0,42.00,42.90
.LFG230616P15,.10,0,0,5.00
.LFG230616P20,.10,0,0,5.00
.LFG230616P25,.20,0,0,.45
.LFG230317P2.5,.05,0,0,5.00
.LFG230317P5,.25,0,0,5.00
.LFG230317P10,.10,0,0,.25
.LFG230317P12.5,.05,0,0,.15
.LFG230317P15,.20,0,0,.20
.LFG230317P17.5,.05,0,0,.40
.LFG230317P20,.05,0,0,.10
.LFG230317P22.5,.19,0,0,.35
.LFG230317P25,.15,0,.10,.15
.LFG230317P30,4.00,0,3.80,4.90
.LFG230317P35,15.80,0,8.70,11.50
.LFG230120P2.5,.35,0,0,5.00
.LFG230120P12.5,.05,0,0,.05
.LFG230120P15,1.50,0,0,.10
.LFG230120P17.5,.06,0,0,.10
.LFG230120P20,.05,0,0,.15
.LFG230120P22.5,.10,0,0,.25
.LFG230120P25,.10,-.10,.05,.15
.LFG230120P27.5,1.88,0,1.05,2.40
.LFG230120P30,4.16,0,3.70,6.50
.LFG221216P10,.20,0,0,.05
.LFG221216P12.5,.05,0,0,.05
.LFG221216P15,.05,0,0,.05
.LFG221216P17.5,.05,0,0,.05
.LFG221216P20,.03,0,0,.05
.LFG221216P22.5,.05,0,0,.10
.LFG221216P25,.05,0,0,.10
.LFG221216P30,4.10,0,3.80,4.50
.LFG221118P12.5,.29,0,0,.05
.LFG221118P15,.05,0,0,.05
.LFG221118P17.5,.05,0,0,.05
.LFG221118P20,.02,0,0,.05
.LFG221118P22.5,.05,0,0,.05
.LFG221118P25,.05,0,0,.05
.LFG221118P27.5,1.62,0,1.45,1.95
.LFG221118P30,4.00,0,3.90,4.40
.LEU230421P20,1.50,0,1.00,1.05
.LEU230421P22.5,1.20,0,.75,1.60
.LEU230421P25,1.50,0,2.10,2.80
.LEU230421P30,3.51,0,3.70,4.00
.LEU230421P35,9.00,0,4.70,6.30
.LEU230421P40,8.80,0,8.50,9.90
.LEU230421P45,11.10,0,12.00,12.30
.LEU230421P50,13.30,0,15.50,15.90
.LEU230421P55,18.90,0,19.50,20.20
.LEU230421P60,22.50,0,23.20,24.30
.LEU230421P65,22.00,0,26.80,29.20
.LEU230421P70,29.20,0,31.70,34.10
.LEU230120P12.5,.25,0,0,3.90
.LEU230120P15,.56,0,0,3.90
.LEU230120P20,.55,0,0,.50
.LEU230120P22.5,.40,+.15,.30,.40
.LEU230120P25,1.20,0,.55,2.90
.LEU230120P30,1.90,0,1.20,2.40
.LEU230120P35,3.40,0,2.55,4.50
.LEU230120P40,6.40,0,5.40,7.20
.LEU230120P45,14.54,0,8.70,10.60
.LEU230120P50,13.00,0,11.60,14.30
.LEU230120P55,16.25,0,16.90,18.90
.LEU230120P60,21.80,0,21.10,23.90
.LEU230120P65,30.30,0,26.50,27.90
.LEU221216P22.5,.45,0,0,.35
.LEU221216P25,.19,+.04,.10,.25
.LEU221216P30,.85,0,.05,2.80
.LEU221216P35,2.15,-.05,1.40,2.75
.LEU221216P40,4.58,-.62,4.40,5.30
.LEU221216P45,7.70,+.76,6.00,9.10
.LEU221216P50,12.12,0,11.10,13.20
.LEU221216P55,16.95,0,16.30,18.90
.LEU221118P22.5,.35,0,0,2.30
.LEU221118P25,.17,0,0,.20
.LEU221118P30,.05,0,0,.20
.LEU221118P35,.07,-.13,0,.05
.LEU221118P40,2.50,-.40,1.65,2.80
.LEU221118P45,6.85,+1.30,5.60,8.10
.LEU221118P50,11.79,0,11.90,12.80
.LEU221118P55,16.94,0,16.50,18.50
.LBRT230616P12,.80,0,.50,1.35
.LBRT230616P14,2.10,0,.85,2.40
.LBRT230616P17,2.70,0,1.75,3.40
.LBRT230317P8,.80,0,.05,.25
.LBRT230317P9,.35,0,0,.85
.LBRT230317P10,1.16,0,0,.55
.LBRT230317P11,1.29,0,.05,.70
.LBRT230317P12,.50,0,.40,.85
.LBRT230317P13,1.70,0,.35,.95
.LBRT230317P14,1.00,0,.60,1.20
.LBRT230317P15,1.20,0,.95,1.65
.LBRT230317P16,1.70,0,1.45,3.10
.LBRT230317P17,1.85,0,1.85,2.60
.LBRT230317P19,6.30,0,1.80,3.70
.LBRT230317P20,4.20,0,3.80,4.60
.LBRT230317P21,8.00,0,4.20,5.70
.LBRT230317P22,8.90,0,4.80,6.40
.LBRT230317P23,9.90,0,6.20,7.00
.LBRT221216P9,.05,-.12,0,.05
.LBRT221216P10,.80,0,0,.10
.LBRT221216P12,.10,0,.05,1.55
.LBRT221216P13,.17,0,0,.35
.LBRT221216P14,.29,0,.05,.45
.LBRT221216P15,.45,0,.25,.50
.LBRT221216P16,3.00,0,.35,1.00
.LBRT221216P17,.90,0,.45,1.75
.LBRT221216P18,1.75,0,.85,1.85
.LBRT221216P20,3.36,-1.32,2.65,4.40
.LBRT221118P11,.35,0,0,.95
.LBRT221118P12,.10,0,0,.25
.LBRT221118P14,.05,0,0,.15
.LBRT221118P15,.10,0,0,.25
.LBRT221118P16,.05,0,0,.90
.LBRT221118P17,.25,-.08,0,.35
.LBRT221118P18,1.20,+.35,.85,1.25
.KRP230721P17.5,2.25,0,1.35,2.80
.KRP230421P12.5,.26,0,.15,.60
.KRP230421P15,.80,0,.40,.95
.KRP230421P17.5,1.30,0,.85,2.40
.KRP230421P20,3.00,0,3.30,3.60
.KRP230421P22.5,4.70,0,5.20,6.60
.KRP230120P12.5,.40,0,0,.20
.KRP230120P15,.26,0,.20,.40
.KRP230120P17.5,1.10,-.05,.95,1.10
.KRP230120P20,2.50,0,2.75,2.95
.KRP230120P22.5,4.92,0,5.00,7.30
.KRP230120P30,11.25,0,11.60,14.20
.KRP230120P35,17.09,0,16.50,19.20
.KRP221216P15,.12,0,.05,.10
.KRP221216P17.5,.80,+.10,.65,.85
.KRP221216P20,1.40,0,1.85,3.20
.KRP221118P10,.04,0,0,.05
.KRP221118P12.5,.10,0,0,.95
.KRP221118P15,.05,0,0,.05
.KRP221118P17.5,.40,0,.20,.70
.KRP221118P20,2.10,0,2.10,3.60
.KRP221118P22.5,3.40,0,4.90,5.80
.KRP221118P30,11.90,0,12.20,13.70
.KOS250117P2.5,.71,0,0,5.00
.KOS250117P5,1.80,0,.20,2.40
.KOS250117P7.5,3.20,0,1.25,4.30
.KOS240119P2.5,1.05,0,0,5.00
.KOS240119P5,1.10,+.05,.95,1.15
.KOS240119P7.5,2.47,0,2.20,2.55
.KOS231215P2.5,.20,0,0,.30
.KOS231215P5,1.05,0,.85,1.20
.KOS231215P7.5,2.30,0,2.20,2.55
.KOS231215P10,4.30,0,3.80,4.60
.KOS231215P12.5,6.10,0,6.00,6.50
.KOS230421P4,.22,-.08,.15,.25
.KOS230421P5,.45,0,.40,.50
.KOS230421P6,.74,0,.80,.95
.KOS230421P7.5,1.75,0,1.65,1.85
.KOS230421P10,4.00,0,3.60,3.90
.KOS230421P12.5,6.70,0,5.90,6.20
.KOS230120P4,.15,0,0,.10
.KOS230120P5,.20,+.07,.15,.20
.KOS230120P6,.50,0,.40,.50
.KOS230120P7.5,1.30,0,1.30,1.45
.KOS230120P9,2.25,0,2.50,2.65
.KOS230120P10,3.05,0,3.40,3.70
.KOS230120P12.5,6.30,0,5.90,6.20
.KOS221216P2.5,.03,0,0,.05
.KOS221216P4,.05,0,0,.30
.KOS221216P5,.05,-.80,.05,.10
.KOS221216P6,.31,+.06,.25,.35
.KOS221216P7.5,1.17,+.02,1.15,1.20
.KOS221216P9,1.92,0,2.45,2.65
.KOS221216P10,3.10,0,3.40,3.70
.KOS221118P4,.02,0,0,.10
.KOS221118P5,.03,0,0,.05
.KOS221118P6,.02,-.03,0,.05
.KOS221118P7,.56,+.16,.45,.60
.KOS221118P8,1.18,0,1.45,1.60
.KOS221118P9,1.65,0,2.45,2.60
.KOS221118P10,3.70,0,3.40,3.60
.KNOP230421P12.5,.60,0,.05,1.55
.KNOP230421P15,1.80,+.18,1.65,2.00
.KNOP230421P17.5,3.50,0,3.00,4.50
.KNOP230421P30,15.05,0,14.70,17.50
.KNOP230421P35,20.16,0,20.40,21.80
.KNOP230120P10,.20,0,0,.75
.KNOP230120P12.5,.24,-.21,.10,.40
.KNOP230120P15,1.35,+.05,1.00,1.50
.KNOP230120P17.5,2.69,0,2.40,4.00
.KNOP230120P20,4.60,0,5.00,7.20
.KNOP230120P22.5,6.00,0,7.40,9.30
.KNOP221216P12.5,.15,0,0,.15
.KNOP221216P15,.80,0,.20,1.65
.KNOP221216P17.5,3.30,0,2.85,4.60
.KNOP221118P12.5,.06,0,0,.75
.KNOP221118P15,1.00,+.10,0,1.30
.KNOP221118P17.5,3.16,0,2.05,4.40
.KNOP221118P20,5.34,0,4.90,6.10
.KMI250117P3,.10,0,0,.18
.KMI250117P5,.16,0,.02,.27
.KMI250117P8,.25,0,.19,.35
.KMI250117P10,.59,0,.37,.62
.KMI250117P13,1.03,0,.93,1.09
.KMI250117P15,1.57,0,1.53,1.74
.KMI250117P17,2.40,-.04,2.26,2.47
.KMI250117P20,3.60,0,3.75,3.95
.KMI250117P22,5.27,0,5.00,5.25
.KMI250117P25,7.09,0,7.15,7.40
.KMI250117P27,8.65,0,8.80,9.15
.KMI250117P30,13.10,0,11.60,11.95
.KMI240119P3,.06,0,0,.10
.KMI240119P5,.04,0,0,.09
.KMI240119P8,.15,0,.02,.26
.KMI240119P10,.22,0,.18,.24
.KMI240119P13,.55,-.03,.53,.58
.KMI240119P15,1.00,0,.93,1.02
.KMI240119P17,1.69,0,1.59,1.67
.KMI240119P20,2.98,0,2.97,3.20
.KMI240119P22,4.52,0,4.40,4.60
.KMI240119P25,7.98,0,6.75,7.10
.KMI240119P27,8.59,0,8.65,8.95
.KMI240119P30,11.35,0,11.50,11.80
.KMI230616P3,.01,0,0,.12
.KMI230616P5,.01,0,0,.12
.KMI230616P8,.01,0,0,.19
.KMI230616P10,.20,0,0,.25
.KMI230616P11,.15,0,0,.29
.KMI230616P12,.30,0,.15,.21
.KMI230616P13,.27,0,.21,.26
.KMI230616P14,.32,-.01,.32,.38
.KMI230616P15,.50,0,.43,.53
.KMI230616P16,.77,0,.67,.73
.KMI230616P17,1.04,-.02,.92,1.04
.KMI230616P18,1.45,0,1.33,1.43
.KMI230616P19,2.00,0,1.76,1.93
.KMI230616P20,2.52,0,2.33,2.53
.KMI230616P22,4.30,0,3.90,4.05
.KMI230616P25,7.47,0,6.60,6.85
.KMI230616P30,11.70,0,11.50,11.75
.KMI230317P9,.07,0,0,.05
.KMI230317P10,.04,0,0,.06
.KMI230317P11,.12,0,.01,.08
.KMI230317P12,.06,0,.02,.09
.KMI230317P13,.08,0,.07,.12
.KMI230317P14,.23,0,.12,.18
.KMI230317P15,.23,0,.22,.25
.KMI230317P16,.41,-.04,.36,.40
.KMI230317P17,.74,0,.58,.63
.KMI230317P18,1.00,-.11,.92,.99
.KMI230317P19,1.56,0,1.43,1.48
.KMI230317P20,2.34,0,2.07,2.14
.KMI230317P21,3.14,0,2.78,2.93
.KMI230317P22,3.37,0,3.65,3.95
.KMI230317P24,5.75,0,5.55,5.85
.KMI230317P26,8.20,0,7.50,7.80
.KMI230120P3,.01,0,0,.05
.KMI230120P5,.01,0,0,.03
.KMI230120P8,.02,0,0,.05
.KMI230120P10,.03,0,0,.15
.KMI230120P12,.03,0,0,.12
.KMI230120P13,.04,0,.01,.06
.KMI230120P14,.06,-.02,.04,.08
.KMI230120P15,.09,-.02,.08,.10
.KMI230120P16,.17,-.03,.15,.17
.KMI230120P17,.32,-.05,.28,.33
.KMI230120P18,.60,-.11,.56,.60
.KMI230120P19,1.06,-.19,1.02,1.06
.KMI230120P20,1.77,+.22,1.66,1.77
.KMI230120P21,5.01,0,2.53,2.71
.KMI230120P22,4.02,0,3.50,3.65
.KMI230120P23,6.50,0,4.50,4.75
.KMI230120P25,6.85,0,6.50,6.85
.KMI230120P26,8.18,0,7.50,7.65
.KMI230120P27,8.45,0,8.50,8.75
.KMI230120P30,13.30,0,11.50,11.65
.KMI221230P17,.26,0,.17,.22
.KMI221230P17.5,.35,0,.26,.32
.KMI221230P18,.61,0,.39,.46
.KMI221230P18.5,.77,0,.61,.67
.KMI221230P19,.70,0,.87,.94
.KMI221230P19.5,1.09,0,1.20,1.29
.KMI221223P15,.04,+.01,.01,.07
.KMI221223P15.5,.07,0,.03,.10
.KMI221223P16,.15,0,.05,.10
.KMI221223P16.5,.13,0,.08,.14
.KMI221223P17,.18,-.04,.14,.18
.KMI221223P17.5,.26,-.08,.22,.28
.KMI221223P18,.54,0,.37,.44
.KMI221223P18.5,.67,-.07,.54,.63
.KMI221223P19,.87,0,.83,.91
.KMI221223P20,1.34,0,1.57,1.70
.KMI221216P10,.01,0,0,.07
.KMI221216P11,.02,0,0,.07
.KMI221216P12,.01,0,0,.07
.KMI221216P13,.17,0,0,.07
.KMI221216P14,.01,0,0,.03
.KMI221216P15,.02,-.01,0,.04
.KMI221216P16,.05,-.04,.04,.06
.KMI221216P17,.13,-.05,.12,.13
.KMI221216P18,.35,-.05,.33,.36
.KMI221216P19,.81,-.10,.81,.84
.KMI221216P20,1.90,0,1.54,1.65
.KMI221216P21,4.85,0,2.50,2.78
.KMI221216P22,4.85,0,3.45,3.65
.KMI221216P23,5.65,0,4.50,4.70
.KMI221216P24,5.55,0,5.45,5.65
.KMI221216P25,7.30,0,6.50,6.65
.KMI221216P26,8.25,0,7.50,7.65
.KMI221216P27,9.70,0,8.50,8.65
.KMI221202P10,.03,0,0,.04
.KMI221202P14,.06,0,0,.04
.KMI221202P14.5,.03,0,0,.05
.KMI221202P15,.02,0,0,.05
.KMI221202P15.5,.04,0,0,.03
.KMI221202P16,.03,0,0,.03
.KMI221202P16.5,.02,0,.01,.04
.KMI221202P17,.05,+.01,.03,.05
.KMI221202P17.5,.10,-.04,.07,.09
.KMI221202P18,.18,-.16,.14,.19
.KMI221202P18.5,.38,-.13,.32,.39
.KMI221202P19,.97,0,.62,.71
.KMI221209P11,.01,0,0,.04
.KMI221209P15,.02,0,0,.04
.KMI221209P15.5,.07,0,0,.05
.KMI221209P16,.03,0,.01,.05
.KMI221209P16.5,.06,0,.02,.06
.KMI221209P17,.09,0,.06,.10
.KMI221209P17.5,.14,-.10,.12,.16
.KMI221209P18,.35,-.07,.21,.28
.KMI221209P18.5,.49,+.02,.42,.48
.KMI221209P19.5,1.14,0,1.04,1.19
.KMI221125P14,.11,0,0,.05
.KMI221125P14.5,.06,0,0,.06
.KMI221125P15,.01,0,0,.06
.KMI221125P15.5,.04,0,0,.16
.KMI221125P16,.04,0,0,.10
.KMI221125P16.5,.04,0,0,.03
.KMI221125P17,.03,-.01,0,.03
.KMI221125P17.5,.03,-.02,.01,.03
.KMI221125P18,.06,-.11,.05,.07
.KMI221125P18.5,.25,-.16,.22,.27
.KMI221125P19,.58,-.33,.53,.65
.KMI221118P12,.04,0,0,.01
.KMI221118P13,.02,0,0,.03
.KMI221118P14,.06,0,0,.03
.KMI221118P14.5,.01,0,0,.03
.KMI221118P15,.01,0,0,.03
.KMI221118P15.5,.03,0,0,.03
.KMI221118P16,.02,0,0,.01
.KMI221118P16.5,.06,0,0,.01
.KMI221118P17,.01,0,0,.01
.KMI221118P17.5,.01,0,0,.01
.KMI221118P18,.02,-.02,0,.03
.KMI221118P18.5,.12,-.20,.02,.12
.KMI221118P19,.55,-.36,.50,.63
.KMI221118P19.5,1.25,+.37,1.02,1.14
.KMI221118P20,1.81,0,1.50,1.66
.KMI221118P21,3.85,0,2.52,2.66
.KMI221118P21.5,2.87,0,3.00,3.15
.KMI221118P22,5.85,0,3.50,3.65
.KMI221118P23,5.25,0,4.50,4.65
.KMI221118P24,6.30,0,5.50,5.65
.KMI221118P25,6.65,0,6.50,6.65
.KLXE230519P7.5,.65,0,.50,1.00
.KLXE230519P12.5,2.65,0,2.10,2.65
.KLXE230519P17.5,5.50,0,4.30,5.30
.KLXE230519P20,7.80,0,6.00,7.00
.KLXE230217P2.5,.05,0,0,.25
.KLXE230217P7.5,1.65,0,.10,.60
.KLXE230217P10,.64,0,.50,.95
.KLXE230217P12.5,1.92,0,1.15,1.65
.KLXE230217P17.5,3.40,0,3.50,4.10
.KLXE221216P10,.10,0,.05,.40
.KLXE221216P12.5,.50,+.05,.30,.55
.KLXE221216P15,1.25,+.20,.95,1.40
.KLXE221216P17.5,2.40,+.24,2.15,2.70
.KLXE221216P20,3.82,0,3.90,4.50
.KLXE221118P2.5,.10,0,0,.05
.KLXE221118P5,.05,0,0,.05
.KLXE221118P7.5,.05,0,0,.05
.KLXE221118P10,.05,0,0,.05
.KLXE221118P12.5,.04,0,0,.20
.KLXE221118P15,.09,-.03,0,.25
.KLXE221118P17.5,1.80,0,.80,1.30
.KLXE221118P20,4.00,0,3.00,3.90
.KLXE221118P22.5,6.20,0,5.50,6.40
.INT230519P20,1.50,0,.35,1.15
.INT230519P22.5,2.20,0,.60,2.55
.INT230519P25,2.20,0,1.50,2.45
.INT230217P12.5,.20,0,0,1.45
.INT230217P15,.40,0,0,.35
.INT230217P20,.60,0,0,1.80
.INT230217P25,2.60,0,.15,1.75
.INT221216P25,.55,0,.25,1.00
.INT221118P12.5,.28,0,0,.75
.INT221118P15,.05,0,0,.90
.INT221118P20,.22,0,0,1.30
.INT221118P22.5,.15,0,0,.95
.INT221118P25,.05,0,0,.05
.INT221118P30,3.75,0,1.25,2.55
.INSW230616P25,.80,0,.35,1.55
.INSW230616P35,2.93,0,1.65,3.20
.INSW230616P40,4.50,0,3.20,4.90
.INSW230616P65,21.90,0,19.80,21.40
.INSW230317P15,.55,0,0,1.40
.INSW230317P17.5,.35,0,0,1.45
.INSW230317P20,.15,0,0,.75
.INSW230317P25,.59,0,.10,.75
.INSW230317P30,.70,-.02,.45,.75
.INSW230317P35,1.50,0,1.10,1.85
.INSW230317P40,3.32,0,2.65,3.10
.INSW230317P45,5.00,-.30,4.40,5.70
.INSW230317P50,9.10,0,7.00,9.30
.INSW230317P55,12.10,0,10.50,11.90
.INSW221216P15,.45,0,0,.70
.INSW221216P17.5,.25,0,0,1.25
.INSW221216P20,.20,0,0,1.00
.INSW221216P22.5,.25,0,0,1.30
.INSW221216P25,.19,0,0,1.30
.INSW221216P30,.35,0,.15,.45
.INSW221216P35,.21,+.01,.10,.35
.INSW221216P40,.61,-.14,.50,.70
.INSW221216P45,2.10,-1.21,1.80,2.35
.INSW221216P50,5.80,0,4.80,5.30
.INSW221118P25,.25,0,0,.05
.INSW221118P30,.15,0,0,.20
.INSW221118P35,.45,0,0,.15
.INSW221118P40,.15,0,0,.05
.INSW221118P45,.55,-.30,0,.55
.IMPP230721P0.5,.30,0,.12,.33
.IMPP230421P0.5,.23,0,.20,.30
.IMPP230421P1,.68,0,.50,.79
.IMPP230421P1.5,1.21,0,0,4.80
.IMPP230421P2,1.65,0,1.34,1.72
.IMPP230421P5,4.60,0,3.90,5.30
.IMPP230120P0.5,.20,+.01,.19,.23
.IMPP230120P1,.62,0,.63,.74
.IMPP230120P1.5,1.15,0,.81,1.25
.IMPP230120P2,1.71,0,1.64,2.10
.IMPP230120P3,2.75,0,1.89,4.40
.IMPP230120P5,4.95,0,4.35,6.15
.IMPP221216P0.5,.15,0,.10,.19
.IMPP221216P1,.66,0,.60,.85
.IMPP221216P1.5,1.20,0,.62,1.64
.IMPP221216P2,1.68,0,1.63,2.10
.IMPP221216P2.5,2.20,0,1.76,2.64
.IMPP221118P0.5,.12,-.01,.12,.14
.IMPP221118P1,.62,+.37,.61,1.09
.IMO230519P35,.56,0,.45,.95
.IMO230519P40,1.20,0,.95,1.55
.IMO230519P50,10.95,0,2.55,4.40
.IMO230519P55,6.00,0,4.10,7.30
.IMO230217P30,.55,0,0,4.80
.IMO230217P40,1.50,0,.10,4.80
.IMO230217P45,1.16,+.36,.60,1.00
.IMO230217P50,1.55,-.40,1.60,2.80
.IMO230217P55,3.90,0,3.50,4.00
.IMO230217P65,9.40,0,9.00,12.50
.IMO221216P25,.05,0,0,4.80
.IMO221216P40,.80,0,0,4.80
.IMO221216P45,.30,0,0,3.20
.IMO221216P50,.45,-.20,0,1.00
.IMO221216P55,1.70,-.26,1.55,3.00
.IMO221216P60,4.82,0,4.30,7.50
.IMO221118P22.5,.01,0,0,.75
.IMO221118P25,.05,0,0,.75
.IMO221118P30,.05,0,0,4.80
.IMO221118P35,.25,0,0,4.80
.IMO221118P40,.11,0,0,3.60
.IMO221118P45,.02,0,0,4.80
.IMO221118P50,.05,0,0,.25
.IMO221118P55,.15,+.10,0,4.80
.IMO221118P60,3.34,0,2.90,5.30
.IMO221118P70,22.71,0,13.20,15.50
.IMO221118P75,27.63,0,18.10,20.70
.ICD230421P3,.80,0,.35,5.00
.ICD230421P7,3.30,0,3.30,3.70
.ICD230120P3,.19,0,.05,4.80
.ICD230120P4,.70,-.40,.40,5.00
.ICD230120P5,1.49,0,1.30,3.40
.ICD221216P4,.45,0,.15,.70
.ICD221216P5,1.21,0,1.15,1.95
.ICD221216P6,2.15,0,1.55,4.90
.ICD221118P4,.35,0,0,4.60
.HUSA240119P3,1.35,0,1.30,1.85
.HUSA230519P2,.45,0,.35,.60
.HUSA230519P3,1.00,0,.90,1.15
.HUSA230519P4,2.05,0,1.55,1.90
.HUSA230519P5,2.84,0,2.30,2.65
.HUSA230217P1,.05,0,0,.10
.HUSA230217P2,.35,0,.20,.30
.HUSA230217P3,.55,0,.55,.75
.HUSA230217P4,1.20,0,1.10,1.35
.HUSA230217P5,2.00,0,1.80,2.10
.HUSA230217P6,3.00,0,2.55,2.95
.HUSA230217P7,3.45,0,3.40,3.90
.HUSA230217P15,11.30,0,11.00,11.50
.HUSA221216P3,.24,+.01,.15,.30
.HUSA221216P4,.62,-.08,.60,.65
.HUSA221216P5,1.30,0,1.20,1.45
.HUSA221216P7,3.47,0,3.00,3.30
.HUSA221216P8,4.18,+.18,3.90,4.30
.HUSA221118P1,.03,0,0,.05
.HUSA221118P2,.03,+.02,0,.05
.HUSA221118P3,.01,-.09,0,.05
.HUSA221118P4,.03,-.05,0,.05
.HUSA221118P5,.93,+.03,.75,1.05
.HUSA221118P6,1.97,-.66,1.60,2.25
.HUSA221118P7,2.64,0,2.70,3.00
.HUSA221118P8,4.61,0,3.50,4.40
.HUSA221118P12,8.00,0,7.80,8.00
.HPK230915P15,2.40,0,.55,4.60
.HPK230519P17.5,2.25,0,1.45,4.80
.HPK230519P20,4.00,0,3.00,6.20
.HPK230217P15,2.40,0,.10,1.15
.HPK230217P17.5,1.50,0,.60,3.60
.HPK230217P20,2.65,0,1.30,3.00
.HPK230217P22.5,3.30,0,2.55,4.20
.HPK230217P25,2.60,0,4.00,6.60
.HPK230217P30,6.90,0,6.60,10.50
.HPK230217P35,10.25,0,11.60,15.00
.HPK230120P20,1.80,+.90,1.00,3.60
.HPK230120P25,4.15,0,3.50,4.80
.HPK221216P17.5,.90,0,.05,.75
.HPK221216P20,.70,0,.30,1.40
.HPK221216P22.5,2.00,0,1.25,3.00
.HPK221118P17.5,.10,0,0,4.80
.HPK221118P20,.04,0,0,1.60
.HPK221118P22.5,.05,0,0,1.50
.HPK221118P25,1.20,0,1.20,5.00
.HPK221118P30,5.86,0,6.30,10.00
.HPK221118P35,10.20,0,10.70,15.00
.HP240119P17.5,.45,0,0,5.00
.HP240119P20,1.15,0,.15,5.00
.HP240119P25,1.95,0,.10,5.00
.HP240119P27.5,4.40,0,.20,5.00
.HP240119P30,2.47,0,1.95,2.40
.HP240119P32.5,4.95,0,2.45,3.10
.HP240119P35,5.40,0,3.10,3.60
.HP240119P37.5,6.34,0,3.80,4.40
.HP240119P40,6.45,0,4.70,5.20
.HP240119P45,7.40,-2.10,6.50,7.20
.HP240119P47.5,9.70,0,7.60,8.40
.HP240119P50,11.10,0,9.00,9.50
.HP240119P52.5,12.40,0,10.20,10.80
.HP240119P55,13.90,0,11.40,12.30
.HP240119P57.5,13.85,0,12.90,13.60
.HP240119P60,21.90,0,14.30,15.20
.HP240119P62.5,23.90,0,16.00,16.80
.HP230616P30,1.55,0,0,1.75
.HP230616P37.5,3.40,0,2.15,2.70
.HP230616P40,4.10,0,2.70,3.20
.HP230616P47.5,5.86,0,5.00,5.80
.HP230616P50,8.60,0,6.10,7.00
.HP230616P52.5,7.80,-1.90,7.30,8.00
.HP230616P55,11.30,0,8.40,9.40
.HP230616P57.5,12.80,0,10.20,10.80
.HP230616P60,15.85,0,11.60,12.40
.HP230616P65,18.00,0,15.00,15.70
.HP230616P70,24.40,0,19.00,19.40
.HP230317P25,.43,0,0,1.70
.HP230317P27.5,1.30,0,0,1.10
.HP230317P30,.50,-1.60,.25,.65
.HP230317P32.5,2.22,0,.40,1.40
.HP230317P35,1.40,0,.70,1.25
.HP230317P37.5,1.60,0,1.05,1.40
.HP230317P40,2.15,0,1.50,1.85
.HP230317P42.5,6.30,0,2.10,2.40
.HP230317P45,3.39,0,2.75,3.00
.HP230317P47.5,6.40,0,3.50,3.90
.HP230317P50,4.67,-.43,4.40,5.00
.HP230317P52.5,7.30,0,5.60,6.00
.HP230317P55,9.30,0,6.80,7.40
.HP230317P57.5,11.40,0,8.40,8.90
.HP230317P60,17.00,0,9.90,10.50
.HP230317P70,23.00,0,17.40,18.30
.HP230120P20,.36,0,0,.25
.HP230120P25,.15,0,0,.75
.HP230120P27.5,.15,0,0,.25
.HP230120P30,1.10,0,.05,.90
.HP230120P32.5,1.80,0,.05,.40
.HP230120P35,.47,0,0,1.15
.HP230120P37.5,1.25,0,.30,1.00
.HP230120P40,1.07,0,.50,.90
.HP230120P42.5,1.40,0,.90,1.10
.HP230120P45,1.50,-.45,1.30,1.50
.HP230120P47.5,2.55,0,1.90,2.15
.HP230120P50,3.30,-.20,2.75,3.00
.HP230120P52.5,4.50,-.61,3.70,4.10
.HP230120P55,6.60,0,5.00,5.30
.HP230120P57.5,10.40,0,6.50,6.90
.HP221216P22.5,.05,0,0,.20
.HP221216P25,.45,0,0,.20
.HP221216P27.5,.10,0,0,.20
.HP221216P30,.10,0,0,.25
.HP221216P32.5,.19,0,0,.15
.HP221216P35,.20,0,0,.20
.HP221216P37.5,.42,0,0,.95
.HP221216P40,.20,-.15,.10,.25
.HP221216P42.5,.48,-.02,.25,.40
.HP221216P45,.60,-.45,.50,.60
.HP221216P47.5,.95,-.25,.90,1.05
.HP221216P50,2.11,-.09,1.50,1.70
